Order_ID,Carrier,Carrier_Type,Warehouse,Destination_Hub,Region,Service_Level,Product_Category,Weight_KG,Volume_CBM,Units,Order_Created_At,Scheduled_Pickup,Actual_Pickup,Scheduled_Departure_WH,Actual_Departure_WH,Scheduled_Arrival_Hub,Actual_Arrival_Hub,Departure_Delay_Min,Arrival_Delay_Min,Pickup_Delay_Min,Late_Departure_Flag,Late_Arrival_Flag,Late_Pickup_Flag,Time_To_Ship_Min,Transit_Damage_Flag,Damage_Type,FM_Cost_INR
ORD-007259,XpressBees,Ground,WH-Ahmedabad-08,HUB-South-02,Central,Express,Electronics,3.72,0.031,31,2023-10-01 16:10:25,2023-10-01 19:56:02,2023-10-01 19:58:59,2023-10-01 22:47:32,2023-10-01 22:41:37,2023-10-02 10:59:43,2023-10-02 10:43:51,-5.9,-10.0,2.9,0,0,0,391.2,0,None,73.86
ORD-007260,Ekart,Ground,WH-Bangalore-03,HUB-East-03,East,Express,Furniture,3.1,0.0333,43,2024-04-12 09:40:50,2024-04-12 17:37:47,,2024-04-12 22:48:15,2024-04-12 22:50:26,2024-04-13 12:49:46,2024-04-13 12:49:29,2.2,-2.5,-1.5,0,0,0,789.6,0,None,73.28
ORD-007261,Shadowfax,Bike,WH-Mumbai-02,HUB-South-02,South,Economy,Furniture,1.03,0.008,5,2024-12-02 05:51:35,2024-12-02 13:22:21,2024-12-02 13:24:08,2024-12-02 14:45:22,2024-12-02 14:39:59,2024-12-04 20:55:45,2024-12-04 20:52:05,-5.4,1.7,1.8,0,0,0,528.4,0,None,22.24
ORD-007262,Shadowfax,Bike,WH-Kolkata-05,HUB-South-02,South,Express,Grocery,3.69,0.0172,12,2023-08-02 16:04:13,2023-08-03 02:19:11,2023-08-03 02:43:06,2023-08-03 06:23:23,2023-08-03 06:24:30,2023-08-03 18:03:01,2023-08-03 18:04:46,1.1,0.6,23.9,0,0,1,860.3,0,None,103.03
ORD-007263,Shadowfax,Bike,WH-Mumbai-02,HUB-West-04,Central,Standard,Auto Parts,4.36,0.0359,34,2024-09-06 09:49:25,2024-09-07 03:44:04,2024-09-07 03:42:17,2024-09-07 04:54:32,2024-09-07 04:48:15,2024-09-08 02:14:49,2024-09-08 02:13:02,-6.3,4.5,-1.8,0,0,0,1138.8,0,None,64.87
ORD-007264,DHL-IN,Air,WH-Ahmedabad-08,HUB-South-02,East,Express,Electronics,2.16,0.0183,15,2024-12-17 22:09:29,2024-12-18 14:20:05,2024-12-18 14:21:02,2024-12-18 16:16:58,2024-12-18 16:46:00,2024-12-19 04:08:55,2024-12-19 04:21:05,29.0,-16.9,0.9,1,0,0,1116.5,0,None,50.68
ORD-007265,DTDC,Ground,WH-Kolkata-05,HUB-South-02,North,Express,Auto Parts,2.12,0.0154,48,2023-10-19 10:42:24,2023-10-19 18:26:29,2023-10-19 18:31:13,2023-10-19 23:44:41,2023-10-19 23:42:17,2023-10-20 12:06:17,2023-10-20 12:10:42,-2.4,6.8,4.7,0,0,0,779.9,0,None,30.02
ORD-007266,FedEx-IN,Air,WH-Kolkata-05,HUB-East-03,South,Express,Books,4.17,0.0286,39,2024-10-28 09:56:45,2024-10-28 21:53:46,2024-10-28 21:57:07,2024-10-29 02:21:25,2024-10-29 02:33:23,2024-10-29 13:08:37,2024-10-29 13:44:13,12.0,23.6,3.3,0,1,0,996.6,0,None,124.64
ORD-007267,BlueDart,Air,WH-Chennai-04,HUB-East-03,West,Express,Auto Parts,2.02,0.0078,39,2023-11-08 02:24:48,2023-11-08 16:04:16,2023-11-08 16:05:42,2023-11-08 19:23:04,2023-11-08 19:26:03,2023-11-09 05:35:17,2023-11-09 06:04:58,3.0,26.7,1.4,0,1,0,1021.3,0,None,58.65
ORD-007268,XpressBees,Ground,WH-Kolkata-05,HUB-North-01,West,Same-Day,FMCG,7.97,0.0242,34,2024-04-05 22:15:06,2024-04-06 08:34:59,2024-04-06 08:42:20,2024-04-06 09:42:09,2024-04-06 10:09:52,2024-04-06 13:49:15,,27.7,42.0,7.3,1,1,0,714.8,0,None,195.37
ORD-007269,Shadowfax,Bike,WH-Chennai-04,HUB-South-02,West,Same-Day,Furniture,71.47,0.0138,38,2023-06-29 16:55:52,2023-06-30 05:45:58,2023-06-30 05:53:24,2023-06-30 08:44:25,2023-06-30 10:03:51,2023-06-30 12:36:48,2023-06-30 14:09:03,79.4,12.8,7.4,1,0,0,1028.0,0,None,42.18
ORD-007270,DTDC,Ground,WH-Mumbai-02,HUB-Central-05,South,Standard,Auto Parts,3.6,0.0244,8,2024-05-19 13:58:33,2024-05-20 06:18:46,2024-05-20 06:22:55,2024-05-20 11:50:28,2024-05-20 11:53:02,2024-05-21 14:22:42,2024-05-21 14:24:10,2.6,-1.1,4.1,0,0,0,1314.5,0,None,85.6
ORD-007271,Ekart,Ground,WH-Delhi-01,HUB-South-02,North,Standard,Electronics,3.0,0.0258,23,2023-11-28 15:37:50,2023-11-29 07:00:57,2023-11-29 08:53:28,2023-11-29 11:28:03,2023-11-29 11:27:35,2023-11-30 10:42:52,2023-11-30 10:54:40,-0.5,12.3,112.5,0,0,1,1189.7,0,None,31.02
ORD-007272,Delhivery,Ground,WH-Chennai-04,HUB-Central-05,North,Standard,FMCG,2.14,,27,2024-07-23 01:20:31,2024-07-23 18:18:05,2024-07-23 18:12:49,2024-07-23 20:23:19,2024-07-23 20:25:11,2024-07-24 17:59:01,2024-07-24 18:24:21,1.9,23.5,-5.3,0,1,0,1144.7,0,None,52.23
ORD-007273,FedEx-IN,Air,WH-Mumbai-02,HUB-Central-05,South,Same-Day,Apparel,1.57,0.0151,50,2024-07-18 19:49:01,2024-07-19 10:37:42,2024-07-19 10:43:17,2024-07-19 16:36:18,2024-07-19 16:29:38,2024-07-19 20:21:45,2024-07-19 19:59:32,-6.7,-15.6,5.6,0,0,0,1240.6,0,None,57.74
ORD-007274,FedEx-IN,Air,WH-Kolkata-05,HUB-North-01,Central,Standard,FMCG,3.51,0.0211,22,2024-02-24 20:46:43,2024-02-25 02:54:19,2024-02-25 02:56:31,2024-02-25 04:33:23,2024-02-25 04:27:47,2024-02-26 09:09:03,2024-02-26 08:59:59,-5.6,-3.5,2.2,0,0,0,461.1,0,,75.7
ORD-007275,DTDC,Ground,WH-Kolkata-05,HUB-North-01,West,Economy,Pharma,0.78,0.0064,32,2023-07-06 16:12:41,2023-07-07 05:45:30,2023-07-07 05:42:13,2023-07-07 10:23:49,2023-07-07 10:18:44,2023-07-09 07:24:57,2023-07-09 07:14:37,-5.1,-5.3,-3.3,0,0,0,1086.0,0,None,18.68
ORD-007276,DTDC,Ground,WH-Kolkata-05,HUB-Central-05,East,Express,Auto Parts,7.69,0.0513,5,2023-10-28 08:12:29,2023-10-29 04:14:10,2023-10-29 04:53:07,2023-10-29 05:28:25,2023-10-29 05:29:52,2023-10-29 17:08:43,2023-10-29 17:20:51,1.5,10.7,39.0,0,0,1,1277.4,0,None,104.9
ORD-007277,Shadowfax,Bike,WH-Hyderabad-06,HUB-West-04,South,Standard,Furniture,3.95,0.045,28,2023-11-13 06:31:04,2023-11-13 09:17:31,2023-11-13 09:16:13,2023-11-13 14:44:46,2023-11-13 15:30:35,2023-11-14 13:30:28,2023-11-14 14:14:49,45.8,-1.5,-1.3,1,0,0,539.5,0,None,91.01
ORD-007278,BlueDart,Air,WH-Bangalore-03,HUB-South-02,South,Express,Books,2.09,0.0098,47,2024-09-03 02:36:34,2024-09-03 14:47:33,2024-09-03 14:37:46,2024-09-03 18:04:57,2024-09-03 17:56:14,2024-09-04 05:30:09,2024-09-04 05:41:12,-8.7,19.7,-9.8,0,1,0,919.7,0,None,52.35
ORD-007279,Delhivery,Ground,WH-Mumbai-02,HUB-North-01,Central,Same-Day,Grocery,7.17,0.0712,37,2023-02-23 09:31:04,2023-02-23 15:50:24,2023-02-23 15:49:48,2023-02-23 21:39:21,2023-02-23 21:50:41,2023-02-24 02:10:09,2023-02-24 02:26:05,11.3,4.6,-0.6,0,0,0,739.6,0,None,129.03
ORD-007280,Shadowfax,Bike,WH-Mumbai-02,HUB-North-01,West,Express,Grocery,3.46,0.0129,6,2024-04-18 11:17:43,2024-04-19 00:38:43,2024-04-19 00:45:31,2024-04-19 03:17:22,2024-04-19 03:30:53,2024-04-19 14:52:21,2024-04-19 15:41:32,13.5,35.7,6.8,0,1,0,973.2,0,None,51.41
ORD-007281,DTDC,Ground,WH-Kolkata-05,HUB-West-04,North,Express,FMCG,1.78,0.0096,46,2023-09-16 02:52:54,2023-09-16 08:49:24,2023-09-16 08:50:48,2023-09-16 12:19:45,2023-09-16 12:31:36,2023-09-16 23:21:21,2023-09-16 23:25:53,11.9,-7.3,1.4,0,0,0,578.7,0,None,35.23
ORD-007282,Ekart,Ground,WH-Delhi-01,HUB-Central-05,West,Standard,Pharma,3.44,0.0352,37,2024-07-28 21:09:37,2024-07-29 05:14:29,2024-07-29 05:26:46,2024-07-29 10:48:54,2024-07-29 10:54:54,2024-07-30 08:11:05,2024-07-30 08:26:47,6.0,9.7,12.3,0,0,0,825.3,0,None,48.9
ORD-007283,FedEx-IN,Air,WH-Hyderabad-06,HUB-East-03,East,Express,Furniture,15.3,0.1061,42,2023-10-27 00:04:00,2023-10-27 05:16:35,2023-10-27 05:20:54,2023-10-27 10:11:28,2023-10-27 10:42:06,2023-10-28 00:01:10,2023-10-28 00:52:36,30.6,20.8,4.3,1,1,0,638.1,0,None,164.92
ORD-007284,Shadowfax,Bike,WH-Bangalore-03,HUB-Central-05,East,Same-Day,Books,3.38,0.0198,26,2024-10-13 02:02:23,2024-10-13 19:31:29,2024-10-13 19:24:25,2024-10-14 01:30:39,2024-10-14 01:33:45,2024-10-14 05:11:20,2024-10-14 05:13:12,3.1,-1.2,-7.1,0,0,0,1411.4,0,None,51.89
ORD-007285,DHL-IN,Air,WH-Chennai-04,HUB-South-02,North,Standard,Furniture,,0.0213,3,2023-06-22 15:29:03,2023-06-22 21:40:51,2023-06-22 21:31:30,2023-06-22 23:55:44,2023-06-23 00:41:26,2023-06-24 00:01:57,2023-06-24 00:36:18,45.7,-11.4,-9.3,1,0,0,552.4,0,None,41.02
ORD-007286,DTDC,Ground,WH-Pune-07,HUB-West-04,South,Express,Grocery,0.79,,19,2024-05-21 08:49:02,2024-05-21 08:51:00,2024-05-21 09:07:59,2024-05-21 13:30:23,2024-05-21 13:19:03,2024-05-22 02:12:37,2024-05-22 01:56:26,-11.3,-4.8,17.0,0,0,1,270.0,0,None,19.0
ORD-007287,BlueDart,Air,WH-Mumbai-02,HUB-South-02,Central,Same-Day,Apparel,2.75,0.0135,19,2023-01-09 19:27:12,2023-01-10 04:20:47,2023-01-10 04:11:44,2023-01-10 06:41:08,2023-01-10 06:49:09,2023-01-10 11:16:37,2023-01-10 11:32:49,8.0,8.2,-9.0,0,0,0,681.9,0,None,70.72
ORD-007288,Delhivery,Ground,WH-Hyderabad-06,HUB-South-02,West,Express,Electronics,5.85,0.0212,43,2024-07-14 16:45:30,2024-07-15 02:24:12,2024-07-15 02:24:46,2024-07-15 04:13:20,2024-07-15 04:13:09,2024-07-15 16:42:30,2024-07-15 16:49:56,-0.2,7.6,0.6,0,0,0,687.7,0,None,122.88
ORD-007289,XpressBees,Ground,WH-Mumbai-02,HUB-East-03,East,Express,FMCG,0.21,0.0022,27,2024-10-03 05:57:02,2024-10-03 15:37:43,2024-10-03 15:49:15,2024-10-03 17:19:44,2024-10-03 17:34:19,2024-10-04 03:41:15,2024-10-04 04:10:35,14.6,14.7,11.5,0,0,0,697.3,0,None,5.04
ORD-007290,BlueDart,Air,WH-Ahmedabad-08,HUB-North-01,South,Express,Pharma,3.09,0.0108,41,2024-05-27 00:55:42,2024-05-27 06:21:18,2024-05-27 06:17:35,2024-05-27 08:05:24,2024-05-27 08:17:46,2024-05-27 20:40:52,2024-05-27 21:15:55,12.4,22.7,-3.7,0,1,0,442.1,0,None,94.73
ORD-007291,DHL-IN,Air,WH-Hyderabad-06,HUB-North-01,South,Standard,Pharma,1.53,0.0165,24,2023-07-05 10:38:44,2023-07-05 21:33:43,2023-07-05 21:34:39,2023-07-05 22:39:51,2023-07-05 23:01:49,2023-07-06 19:56:51,2023-07-06 20:44:18,22.0,25.5,0.9,1,1,0,743.1,0,None,28.57
ORD-007292,XpressBees,Ground,WH-Pune-07,HUB-South-02,South,Standard,Grocery,1.83,0.0173,44,2024-02-20 07:49:45,2024-02-20 16:05:12,2024-02-20 16:03:25,2024-02-20 21:03:20,2024-02-20 21:11:44,2024-02-21 18:41:48,2024-02-21 18:52:19,8.4,2.1,-1.8,0,0,0,802.0,0,None,35.22
ORD-007293,FedEx-IN,Air,WH-Pune-07,HUB-North-01,Central,Express,Electronics,1.77,0.0148,32,2023-08-27 00:59:03,2023-08-27 06:07:10,2023-08-27 06:05:00,2023-08-27 08:31:09,2023-08-27 08:23:43,2023-08-27 21:10:42,2023-08-27 20:45:24,-7.4,-17.9,-2.2,0,0,0,444.7,0,None,57.21
ORD-007294,BlueDart,Air,WH-Mumbai-02,HUB-South-02,North,Standard,FMCG,9.15,0.0543,39,2023-06-24 22:16:44,2023-06-25 19:38:15,2023-06-25 19:39:06,2023-06-25 21:04:59,2023-06-25 20:58:13,2023-06-27 01:51:56,2023-06-27 01:48:23,-6.8,3.2,0.8,0,0,0,1361.5,0,None,218.86
ORD-007295,DTDC,Ground,WH-Kolkata-05,HUB-North-01,Central,Standard,Books,11.69,0.0942,20,2023-02-13 06:31:32,2023-02-13 20:38:37,2023-02-13 20:33:45,2023-02-14 01:17:45,2023-02-14 01:04:00,2023-02-15 05:37:06,2023-02-15 05:12:49,-13.7,-10.5,-4.9,0,0,0,1112.5,0,None,225.05
ORD-007296,FedEx-IN,Air,WH-Hyderabad-06,HUB-West-04,Central,Express,Electronics,1.41,0.0098,17,2023-10-27 19:29:46,2023-10-28 02:41:41,2023-10-28 02:36:26,2023-10-28 07:21:15,2023-10-28 07:17:32,2023-10-28 19:36:36,2023-10-28 19:50:33,-3.7,17.6,-5.3,0,1,0,707.8,0,None,26.1
ORD-007297,XpressBees,Ground,WH-Hyderabad-06,HUB-West-04,West,Express,Auto Parts,2.15,0.0141,24,2023-10-14 01:08:19,2023-10-14 02:06:26,,2023-10-14 06:29:43,2023-10-14 06:30:06,2023-10-14 17:45:37,2023-10-14 18:08:03,0.4,22.1,-5.8,0,1,0,321.8,0,None,40.82
ORD-007298,DTDC,Ground,WH-Bangalore-03,HUB-South-02,North,Standard,Pharma,7.6,0.0874,3,2023-03-04 23:19:54,2023-03-05 13:37:42,2023-03-05 13:46:24,2023-03-05 14:45:21,2023-03-05 14:45:47,2023-03-06 14:01:31,2023-03-06 13:53:03,0.4,-8.9,8.7,0,0,0,925.9,0,None,157.99
ORD-007299,Delhivery,Ground,WH-Delhi-01,HUB-East-03,North,Economy,Electronics,2.46,0.0206,23,2023-01-20 08:15:44,2023-01-20 17:18:16,,2023-01-20 21:41:35,2023-01-20 21:32:45,2023-01-22 21:02:40,2023-01-22 21:52:02,-8.8,58.2,-1.9,0,1,0,797.0,0,None,35.38
ORD-007300,XpressBees,Ground,WH-Bangalore-03,HUB-North-01,South,Standard,Apparel,2.28,0.0166,48,2023-03-26 01:44:20,2023-03-26 18:53:45,2023-03-26 18:43:24,2023-03-26 20:07:30,2023-03-26 20:17:13,2023-03-27 19:39:54,2023-03-27 19:40:00,9.7,-9.6,-10.3,0,0,0,1112.9,0,None,32.37
ORD-007301,BlueDart,Air,WH-Kolkata-05,HUB-South-02,South,Economy,Pharma,2.45,0.0202,12,2023-01-19 12:15:40,2023-01-19 20:54:10,2023-01-19 20:55:50,2023-01-19 23:41:30,2023-01-20 02:32:42,2023-01-21 23:06:40,2023-01-22 04:13:18,171.2,135.4,1.7,1,1,0,857.0,0,None,27.87
ORD-007302,DTDC,Ground,WH-Hyderabad-06,HUB-West-04,Central,Economy,Auto Parts,4.98,0.052,31,2023-06-13 05:55:17,2023-06-13 19:41:24,2023-06-13 19:41:04,2023-06-13 21:26:01,2023-06-13 21:53:49,2023-06-15 13:27:33,2023-06-15 13:52:01,27.8,-3.3,-0.3,1,0,0,958.5,0,None,67.77
ORD-007303,Ekart,Ground,WH-Ahmedabad-08,HUB-South-02,North,Standard,Furniture,3.07,0.035,46,2024-06-29 03:44:19,2024-06-29 19:44:22,2024-06-29 19:44:17,2024-06-29 22:35:04,2024-06-29 22:37:42,2024-07-01 00:50:41,2024-07-01 00:49:05,2.6,-4.2,-0.1,0,0,0,1133.4,0,None,36.3
ORD-007304,DTDC,Ground,WH-Chennai-04,HUB-West-04,Central,Express,Apparel,0.97,0.0061,29,2023-12-28 19:09:38,2023-12-29 01:10:02,2023-12-29 01:05:30,2023-12-29 05:25:20,2023-12-29 05:34:30,2023-12-29 18:32:24,2023-12-29 18:41:29,9.2,-0.1,-4.5,0,0,0,624.9,0,None,29.32
ORD-007305,Shadowfax,Bike,WH-Chennai-04,HUB-East-03,East,Express,Grocery,2.22,0.0262,35,2023-09-04 17:53:42,2023-09-05 10:33:27,2023-09-05 10:30:43,2023-09-05 14:35:41,2023-09-05 15:06:58,2023-09-06 02:07:08,2023-09-06 02:21:51,31.3,-16.6,-2.7,1,0,0,1273.3,0,None,54.34
ORD-007306,Shadowfax,Bike,WH-Hyderabad-06,HUB-North-01,East,Economy,Books,1.2,0.0103,7,2023-08-14 16:53:38,2023-08-15 06:10:21,2023-08-15 06:10:01,2023-08-15 10:11:32,2023-08-15 10:26:45,2023-08-17 15:17:59,2023-08-17 15:15:34,15.2,-17.6,-0.3,1,0,0,1053.1,0,None,25.54
ORD-007307,XpressBees,Ground,WH-Chennai-04,HUB-Central-05,South,Express,Auto Parts,75.26,0.0272,19,2023-07-02 10:01:25,2023-07-02 13:24:12,2023-07-02 13:18:18,2023-07-02 18:00:03,2023-07-02 17:59:00,2023-07-03 05:30:26,2023-07-03 05:30:12,-1.0,0.8,-5.9,0,0,0,477.6,0,None,70.46
ORD-007308,FedEx-IN,Air,WH-Delhi-01,HUB-West-04,North,Standard,Pharma,12.32,0.1061,20,2023-08-21 22:09:12,2023-08-22 02:08:03,2023-08-22 02:05:03,2023-08-22 05:07:52,2023-08-22 05:14:43,2023-08-23 06:40:09,2023-08-23 07:09:05,6.9,22.1,-3.0,0,1,0,425.5,0,None,230.5
ORD-007309,BlueDart,Air,WH-Pune-07,HUB-Central-05,South,Standard,Furniture,1.59,0.0059,50,2024-01-21 05:19:15,2024-01-21 19:36:19,2024-01-21 19:35:44,2024-01-21 22:36:22,2024-01-21 22:37:17,2024-01-22 23:23:46,2024-01-23 00:02:26,0.9,37.7,-0.6,0,1,0,1038.0,0,None,30.85
ORD-007310,BlueDart,Air,WH-Mumbai-02,HUB-East-03,North,Express,Books,98.72,0.0131,34,2024-02-28 10:40:08,2024-02-28 18:05:58,2024-02-28 18:18:15,2024-02-28 22:25:19,2024-02-28 22:25:43,2024-02-29 09:48:59,2024-02-29 09:55:30,0.4,6.1,12.3,0,0,0,705.6,0,None,46.22
ORD-007311,XpressBees,Ground,WH-Hyderabad-06,HUB-East-03,North,Standard,Books,,0.0043,41,2023-09-06 07:54:31,2023-09-06 21:32:31,2023-09-06 21:26:56,2023-09-07 00:49:56,2023-09-07 00:47:52,2023-09-07 21:41:42,2023-09-07 22:19:41,-2.1,40.0,-5.6,0,1,0,1013.3,0,None,15.73
ORD-007312,Delhivery,Ground,WH-Pune-07,HUB-East-03,West,Express,Furniture,4.41,0.0486,3,2024-10-19 00:56:09,2024-10-19 04:05:06,2024-10-19 04:08:05,2024-10-19 08:37:25,2024-10-19 08:34:33,2024-10-19 21:34:13,2024-10-19 21:34:21,-2.9,3.0,3.0,0,0,0,458.4,0,None,48.85
ORD-007313,FedEx-IN,Air,WH-Delhi-01,HUB-Central-05,West,Express,Books,1.33,0.0049,36,2023-07-02 17:41:31,2023-07-02 16:29:26,2023-07-02 16:27:22,2023-07-02 20:25:44,2023-07-02 21:03:36,2023-07-03 06:32:09,2023-07-03 07:20:02,37.9,10.0,-2.1,1,0,0,202.1,0,None,27.83
ORD-007314,DTDC,Ground,WH-Chennai-04,HUB-East-03,North,Express,Pharma,1.9,0.0205,12,2023-12-22 10:18:02,2023-12-22 09:56:56,2023-12-22 09:54:16,2023-12-22 13:41:16,2023-12-22 13:52:54,2023-12-23 01:10:02,2023-12-23 01:43:23,11.6,21.7,-2.7,0,1,0,214.9,0,None,37.0
ORD-007315,DHL-IN,Air,WH-Delhi-01,HUB-North-01,South,Express,Pharma,2.55,0.0288,38,2023-09-21 10:51:38,2023-09-21 12:56:20,2023-09-21 12:51:55,2023-09-21 17:53:26,2023-09-21 17:54:38,2023-09-22 04:14:16,2023-09-22 04:18:50,1.2,3.4,-4.4,0,0,0,423.0,0,None,79.66
ORD-007316,FedEx-IN,Air,WH-Chennai-04,HUB-West-04,East,Standard,Furniture,2.12,0.0221,3,2023-04-30 09:08:17,2023-04-30 21:19:01,2023-04-30 21:20:03,2023-05-01 01:50:40,2023-05-01 01:49:38,2023-05-02 03:32:06,2023-05-02 03:35:02,-1.0,4.0,1.0,0,0,0,1001.4,0,None,39.13
ORD-007317,XpressBees,Ground,WH-Hyderabad-06,HUB-East-03,East,Express,Electronics,2.14,0.0105,25,2023-01-20 10:59:57,2023-01-21 06:18:00,2023-01-21 06:36:50,2023-01-21 10:23:25,2023-01-21 10:18:38,2023-01-21 22:40:50,2023-01-21 22:12:00,-4.8,-24.1,18.8,0,0,1,1398.7,0,None,31.12
ORD-007318,XpressBees,Ground,WH-Chennai-04,HUB-North-01,West,Express,FMCG,2.21,0.0151,28,2024-12-08 11:22:37,2024-12-09 02:25:25,2024-12-09 02:27:51,2024-12-09 05:22:39,2024-12-09 05:17:39,2024-12-09 16:21:58,2024-12-09 16:59:27,-5.0,42.5,2.4,0,1,0,1075.0,0,None,33.14
ORD-007319,DTDC,Ground,WH-Pune-07,HUB-West-04,East,Standard,Electronics,6.83,0.0384,48,2023-09-08 16:35:54,2023-09-08 21:29:37,2023-09-08 21:30:54,2023-09-09 01:37:23,2023-09-09 01:38:10,2023-09-09 21:17:58,2023-09-09 21:05:51,0.8,-12.9,1.3,0,0,0,542.3,0,None,69.62
ORD-007320,BlueDart,Air,WH-Kolkata-05,HUB-East-03,East,Standard,Books,5.86,0.0243,13,2023-11-19 09:18:06,2023-11-20 03:35:15,2023-11-20 03:36:13,2023-11-20 07:51:36,2023-11-20 08:19:02,2023-11-21 07:45:08,2023-11-21 07:56:50,27.4,-15.7,1.0,1,0,0,1380.9,0,None,125.19
ORD-007321,Ekart,Ground,WH-Mumbai-02,HUB-Central-05,North,Standard,Furniture,1.85,0.0135,45,2023-05-01 08:58:01,2023-05-01 13:23:34,2023-05-01 13:33:40,2023-05-01 19:15:25,2023-05-01 19:02:17,2023-05-02 22:40:29,2023-05-03 02:49:45,-13.1,262.4,10.1,0,1,0,604.3,0,None,34.31
ORD-007322,DTDC,Ground,WH-Mumbai-02,HUB-North-01,Central,Standard,Furniture,2.7,0.0114,32,2024-01-01 04:10:24,2024-01-01 23:24:01,2024-01-01 23:29:10,2024-01-02 01:26:00,2024-01-02 01:59:21,2024-01-03 04:27:26,2024-01-03 05:11:08,33.4,10.3,5.2,1,0,0,1308.9,0,None,40.35
ORD-007323,BlueDart,Air,WH-Delhi-01,HUB-West-04,Central,Express,Auto Parts,1.99,0.0188,39,2024-08-31 18:31:23,2024-08-31 22:58:52,2024-09-01 00:25:25,2024-09-01 04:24:06,2024-09-01 04:12:48,2024-09-01 16:39:44,2024-09-01 16:16:25,-11.3,-12.0,86.5,0,0,1,581.4,0,None,50.5
ORD-007324,FedEx-IN,Air,WH-Ahmedabad-08,HUB-North-01,West,Standard,FMCG,9.78,0.0678,28,2024-01-31 08:47:43,2024-01-31 10:43:16,2024-01-31 10:43:41,2024-01-31 14:46:23,2024-01-31 14:34:51,2024-02-01 18:20:25,2024-02-01 19:49:26,-11.5,100.5,0.4,0,1,0,347.1,0,None,199.15
ORD-007325,Ekart,Ground,WH-Chennai-04,HUB-North-01,East,Same-Day,FMCG,1.7,0.0109,3,2024-04-08 18:44:01,2024-04-08 22:23:04,2024-04-08 22:22:57,2024-04-09 00:30:26,2024-04-09 00:34:43,2024-04-09 04:37:23,2024-04-09 05:36:25,4.3,54.7,-0.1,0,1,0,350.7,0,None,61.27
ORD-007326,DTDC,Ground,WH-Bangalore-03,HUB-West-04,East,Same-Day,Grocery,2.86,0.0103,39,2024-08-01 20:12:24,2024-08-02 10:42:56,2024-08-02 11:02:28,2024-08-02 12:54:06,2024-08-02 12:31:00,2024-08-02 16:35:31,2024-08-02 15:59:52,-23.1,-12.6,19.5,0,0,1,978.6,0,None,77.22
ORD-007327,XpressBees,Ground,WH-Delhi-01,HUB-East-03,South,Standard,Pharma,,0.0022,39,2023-06-27 21:21:42,2023-06-28 18:05:41,2023-06-28 18:00:32,2023-06-28 19:25:40,2023-06-28 19:38:53,2023-06-29 18:08:36,2023-06-29 18:32:41,13.2,10.9,-5.2,0,0,0,1337.2,0,None,5.74
ORD-007328,XpressBees,Ground,WH-Ahmedabad-08,HUB-South-02,South,Standard,Pharma,0.89,0.0078,38,2023-09-03 05:43:42,2023-09-03 17:25:05,2023-09-03 17:34:23,2023-09-03 21:05:29,2023-09-03 21:00:33,2023-09-04 22:12:29,2023-09-04 22:25:54,-4.9,18.3,9.3,0,1,0,916.9,0,None,15.95
ORD-007329,Delhivery,Ground,WH-Hyderabad-06,HUB-Central-05,North,Express,Electronics,1.91,0.0146,22,2024-08-21 10:38:22,2024-08-21 10:50:45,2024-08-21 10:41:26,2024-08-21 13:19:18,2024-08-21 13:27:10,2024-08-22 00:44:15,2024-08-22 00:59:22,7.9,7.2,-9.3,0,0,0,168.8,0,None,48.95
ORD-007330,XpressBees,Ground,WH-Pune-07,HUB-South-02,North,Same-Day,Electronics,0.41,0.0019,14,2023-05-22 09:47:04,2023-05-22 15:44:13,2023-05-22 15:55:41,2023-05-22 17:52:39,2023-05-22 17:49:09,2023-05-22 21:51:17,2023-05-22 22:19:18,-3.5,31.5,11.5,0,1,0,482.1,0,None,13.03
ORD-007331,BlueDart,Air,WH-Mumbai-02,HUB-Central-05,West,Express,Grocery,16.91,0.1749,43,2024-02-20 07:36:56,2024-02-21 00:49:28,2024-02-21 00:50:36,2024-02-21 06:23:40,2024-02-21 06:27:54,2024-02-21 17:24:49,2024-02-21 17:42:09,4.2,13.1,1.1,0,0,0,1371.0,0,None,491.5
ORD-007332,BlueDart,Air,WH-Mumbai-02,HUB-West-04,Central,Standard,Furniture,3.48,0.0388,23,2023-09-08 07:21:40,2023-09-09 00:10:58,2023-09-09 00:06:20,2023-09-09 02:27:45,2023-09-09 02:35:30,2023-09-10 01:22:38,2023-09-10 01:33:51,7.8,3.5,-4.6,0,0,0,1153.8,0,None,32.92
ORD-007333,BlueDart,Air,WH-Hyderabad-06,HUB-North-01,West,Same-Day,Apparel,,0.0427,44,2024-12-19 05:43:21,2024-12-19 08:24:18,2024-12-19 08:30:55,2024-12-19 11:47:50,2024-12-19 11:52:36,2024-12-19 16:12:58,2024-12-19 16:14:29,4.8,-3.3,6.6,0,0,0,369.3,0,None,95.14
ORD-007334,XpressBees,Ground,WH-Bangalore-03,HUB-West-04,South,Standard,FMCG,0.87,0.0054,19,2023-08-26 05:43:30,2023-08-26 07:17:13,2023-08-26 07:17:33,2023-08-26 10:15:27,2023-08-26 10:10:16,2023-08-27 08:18:31,2023-08-27 08:04:27,-5.2,-8.9,0.3,0,0,0,266.8,0,None,13.74
